D_foul1 (m),D_foul2 (m),D_foul3 (m),mfr1 (kg/s),mfr2 (kg/s),Inner inlet temperature (K),Inner outlet temperature (K),Outer inlet temperature (K),Outer outlet temperature (K),Inner Pressure Drop (Pa),Outer Pressure Drop (Pa)
1.55E-04,8.68E-04,0.001447,1.212,1.708,368.02,360.32,302.38,307.23,712.29,66.818
1.87E-04,0.001202,0.001359,0.915,1.099,348.22,343.55,303.6,307.08,455.86,29.365
0.001055,0.001214,0.001142,0.681,0.671,361.88,354.5,292.68,299.4,311.97,12.799
9.91E-04,2.30E-04,4.41E-04,0.242,1.162,365.41,340.42,293.32,298.13,61.289,28.37
2.03E-04,9.44E-04,7.08E-04,1.337,1.33,353.56,348.53,294.84,299.35,880.57,39.066
2.11E-04,0.001029,6.35E-04,0.991,1.381,345.12,339.84,294.24,297.71,531.87,42.136
8.60E-04,4.04E-04,4.28E-04,0.163,1.815,356.5,332.19,305.12,307.15,28.961,66.001
0.001093,0.001123,2.63E-04,1.903,2.051,341.78,338.89,291.7,294.13,2014.6,87.687
6.41E-04,0.001204,4.17E-04,0.465,1.393,349.24,341.52,308.14,310.54,158.2,41.691
3.13E-04,3.88E-04,6.72E-04,0.698,2.28,353.73,340.08,294.46,298.34,292.39,105.65
5.56E-04,4.72E-04,3.82E-04,0.3,0.778,357.06,340.68,294.26,300.11,82.58,14.307
7.41E-04,0.001008,6.00E-04,0.404,1.612,346.4,334.99,291.42,294.13,137.15,56.856
7.54E-04,6.20E-05,0.001132,1.139,2.057,361.98,350.09,298.58,304.54,730.43,87.733
3.42E-04,2.28E-04,7.71E-04,0.942,1.521,372.7,358.08,291.8,299.89,471.81,48.148
6.63E-04,5.74E-04,8.28E-04,0.311,1.788,357.72,341.67,309.98,312.56,88.949,66.775
6.15E-04,7.57E-04,7.75E-04,0.801,1.03,357.49,350.64,304.52,309.33,383.98,23.612
0.001047,4.05E-04,7.99E-04,1.24,0.728,347.89,343.42,290,296.94,920.52,13.605
6.69E-04,7.78E-04,0.001261,1.694,0.503,369.73,365.89,296.26,307.48,1419.2,7.4558
4.32E-04,5.82E-04,0.001407,0.548,1.983,369.47,352.63,302.7,306.93,189.2,86.948
0.001105,0.001008,4.03E-04,0.522,0.478,360.92,352.77,294.5,302.6,200.12,6.6859
3.46E-04,7.06E-04,0.001073,1.187,0.526,350.07,346.47,300.88,308.21,737.74,7.8206
5.19E-04,4.51E-04,7.70E-04,1.191,1.446,366.3,358.06,302.06,308.12,744.03,44.076
1.35E-04,9.14E-04,9.20E-05,0.134,2.49,347.06,322.48,295.42,296.68,17.832,122.35
3.13E-04,9.73E-04,1.03E-04,1.24,2.466,348.55,342.59,293.62,296.33,798.07,120.61
5.94E-04,6.21E-04,6.00E-05,0.432,0.726,351.42,340.98,294.42,300.24,139.96,12.477
0.001084,3.99E-04,1.20E-04,0.241,1.977,362.7,335.86,292.22,295.26,62.544,76.843
7.50E-04,5.78E-04,0.001281,1.289,1.44,361.52,354.97,300.2,305.43,903.09,46.724
3.63E-04,6.88E-04,6.11E-04,1.326,1.124,369.01,362.86,306.88,313.22,866.46,27.064
3.63E-04,0.001,0.001051,0.928,2.12,345.35,340.02,305.94,308.07,487.87,97.294
6.74E-04,6.24E-04,5.90E-04,0.404,0.732,371.88,355.61,293.66,301.82,117.98,13.152
8.41E-04,3.74E-04,9.30E-05,0.767,0.908,360.69,351.64,295.98,302.85,370.17,17.517
0.00117,8.96E-04,1.93E-04,0.163,1.055,358.08,339.28,307.42,310.09,30.318,23.595
2.89E-04,5.74E-04,3.75E-04,0.786,1.242,357.23,349.34,309.34,313.82,349.76,31.827
8.56E-04,0.00117,4.84E-04,1.434,0.543,358.98,356.14,307.3,313.93,1115.7,7.6723
7.27E-04,6.03E-04,3.58E-04,0.586,1.618,352.21,341.72,299.5,303,234.46,53.569
7.22E-04,2.91E-04,0.001325,0.854,1.301,348.98,342.2,308.04,312.11,448.86,37.79
0.001162,7.65E-04,4.48E-04,0.964,2.498,363.27,354.97,304.38,307.27,584.89,121.32
3.48E-04,3.00E-04,4.46E-04,1.981,2.093,359.37,353.4,305.68,310.79,1804.3,84.628
1.65E-04,3.46E-04,0.00116,1.584,0.413,365.91,361.74,294.74,309,1149.8,5.222
1.70E-04,4.92E-04,5.40E-04,0.461,1.349,348.98,337.56,302.68,306.35,145.92,38.168
1.68E-04,0.001207,7.99E-04,1.384,2.168,340.89,337.02,296.3,298.55,958.3,102.56
0.001006,0.001147,0.001292,1.858,2.168,365.94,361.42,297.6,301,1804.2,106.77
6.47E-04,6.70E-04,8.79E-04,0.702,1.628,363.93,352.74,301.54,305.91,303.9,56.991
0.001004,6.49E-04,7.19E-04,0.309,2.313,360.69,341.75,303.64,305.98,93.531,108.75
0.001049,2.17E-04,0.001075,0.163,0.608,368.58,340.51,294.42,301.36,29.714,10.062
0.00103,1.42E-04,9.49E-04,0.888,0.927,369.73,360.47,306.48,314.43,486.26,18.735
0.001116,2.26E-04,4.99E-04,1.82,0.633,371.09,366.99,307.26,317.56,1759.7,9.1129
5.47E-04,2.04E-04,8.38E-04,0.193,0.837,371.02,345.01,307.82,313.31,36.537,15.513
5.85E-04,9.40E-04,5.29E-04,0.647,1.118,342.77,337.84,308.9,311.52,275.23,27.276
6.07E-04,9.87E-04,0.001325,0.455,1.872,351.58,339.39,294.76,297.54,152.96,80.998
9.22E-04,0.001092,0.001155,0.698,1.242,342.05,336.09,292.08,295.19,336.17,36.881
8.29E-04,2.82E-04,1.69E-04,0.586,0.612,355.35,346.12,293.58,301.68,235.75,9.262
9.50E-05,2.32E-04,5.27E-04,1.624,2.456,366.57,356.12,301.92,308.17,1193.3,113.65
4.69E-04,3.90E-04,8.50E-05,1.044,1.526,349.27,342.22,299.28,303.68,607.35,45.854
0.001069,9.79E-04,5.80E-05,1.457,2.053,366.5,361.16,306.24,309.53,1182.4,82.353
0.001075,0.0012,0.00112,0.919,2.095,348.78,344.1,308.82,310.67,545.02,96.258
2.94E-04,0.001068,2.05E-04,1.863,1.591,366.27,361.57,297.12,301.91,1575.6,52.394
9.52E-04,5.84E-04,8.48E-04,0.756,1.885,348.75,340.47,299.76,302.8,381.3,75.33
5.61E-04,0.001124,2.96E-04,0.596,1.58,370.1,358.72,305.56,309.37,221.35,51.897
6.31E-04,6.64E-04,0.001418,1.869,2.477,341.91,338.85,307.74,309.85,1780.2,128.92
7.42E-04,0.001185,2.31E-04,1.118,1.406,344.65,341.01,303.46,306.1,727.06,41.841
6.89E-04,0.001167,0.001094,0.887,1.74,360.59,352.59,293.14,296.79,462.98,69.374
4.70E-04,9.74E-04,0.001227,1.736,0.524,346.77,344.68,302.44,308.68,1492.9,8.0261
4.20E-04,4.23E-04,5.43E-04,0.111,0.576,347.76,328.16,303.5,307.08,13.149,8.5598
0.001057,6.51E-04,0.001408,0.495,1.551,348.61,337.5,292.9,296.23,192.39,55.872
6.50E-05,7.34E-04,0.001136,1.673,1.133,353.93,349.5,293.02,298.82,1275.6,29.823
1.09E-04,6.22E-04,8.51E-04,1.326,1.387,361.78,355.84,309.92,315.01,837.52,41.183
0.001141,2.48E-04,9.53E-04,0.195,0.564,346.8,330.19,290.56,296.01,42.743,9.2831
0.001185,0.001022,1.58E-04,1.538,2.28,363.86,358.02,290.72,294.13,1340.7,105.02
1.52E-04,8.44E-04,4.70E-04,1.601,2.443,360.99,354.72,299.24,302.88,1183.7,119.63
6.79E-04,0.001018,0.001003,0.653,0.66,368.41,360.37,305.64,312.78,265.09,11.083
3.29E-04,2.31E-04,3.78E-04,1.232,0.618,366.3,360.67,308.64,318.68,758.94,8.6072
5.19E-04,0.001105,1.73E-04,0.491,2.307,358.12,345.56,299.32,301.77,165.04,106.59
5.85E-04,0.00108,8.24E-04,1.624,2.384,354.19,349.35,293.24,296.19,1337.8,122.59
7.02E-04,7.40E-04,0.001185,0.767,1.467,347.1,341.08,307.6,310.49,372.5,48.309
9.52E-04,7.50E-04,0.001236,0.459,1.545,347.39,337.44,300.92,303.7,167.68,54.282
4.66E-04,5.58E-04,8.28E-04,1.329,1.631,369.54,360.92,293.56,299.82,889.22,56.73
5.95E-04,7.99E-04,5.89E-04,0.491,1.975,370.95,353.39,296.54,300.5,161.63,81.337
1.11E-04,4.09E-04,1.80E-04,0.972,1.036,340.83,336.72,309.64,313.13,509.59,21.962
5.28E-04,2.53E-04,4.88E-04,0.505,1.301,372.34,354.57,306.38,312.61,166.53,34.433
7.93E-04,9.30E-04,6.72E-04,0.742,0.518,341.62,337.81,301.94,306.96,362.52,7.553
7.14E-04,0.001056,0.001418,0.634,1.534,341.39,336.28,309,310.95,274.12,54.969
0.001118,6.61E-04,6.65E-04,1.109,0.942,365.97,359.51,295.3,302.09,736.42,20.171
9.00E-04,0.001047,2.78E-04,1.523,1.941,371.65,366.09,304.96,308.78,1225.6,76.236
1.67E-04,1.77E-04,2.95E-04,1.335,0.755,357.36,351.2,292.78,302.58,865.84,12.996
9.58E-04,4.58E-04,5.53E-04,1.928,1.395,353.3,349.29,297.54,302.51,1957.9,40.685
7.91E-04,2.71E-04,8.35E-04,0.425,0.507,361.12,350.59,307.42,315.53,134.47,6.6542
5.90E-04,0.001165,0.001187,1.664,0.612,348.09,346.02,307.46,312.43,1412.7,10.095
7.73E-04,0.001005,0.001169,1.802,0.646,366.07,362.98,306.82,314.3,1628,10.771
0.001036,7.80E-05,3.59E-04,1.574,1.108,342.48,338.19,290.5,296.08,1421,25.805
1.05E-04,4.63E-04,0.001306,0.404,2.322,341.09,325.88,291.06,293.59,133.07,118.79
7.50E-04,9.97E-04,1.41E-04,1.962,2.246,351.81,347.94,293.1,296.13,1944.6,101.54
1.40E-04,1.95E-04,5.46E-04,0.683,1.095,352.38,343.22,307.68,312.93,271.05,24.914
8.63E-04,3.55E-04,0.001027,0.571,1.962,362.31,345.79,293.98,298.39,225.64,81.994
9.70E-05,2.68E-04,0.001232,1.599,0.507,358.74,355.17,308.44,318.44,1170.3,6.7809
9.41E-04,0.001192,0.001034,1.63,1.479,372.6,367.84,303.36,307.91,1391.8,49.662
7.38E-04,7.33E-04,4.46E-04,1.865,2.2,350.16,345.67,291.98,295.43,1779.9,99.103
9.49E-04,9.38E-04,6.41E-04,1.572,1.059,357.23,353.94,309.24,313.48,1344.5,24.723
3.97E-04,0.001213,2.49E-04,1.029,1.532,371.78,363.62,293.76,298.57,554.2,49.621
3.13E-04,2.52E-04,8.17E-04,1.831,0.988,358.84,353.8,293.28,301.69,1556.5,21.69
7.77E-04,9.80E-04,5.89E-04,0.873,1.759,343.99,337.65,290.84,293.72,478.17,66.942
5.81E-04,8.07E-04,6.97E-04,1.35,1.343,344.13,340.08,295.04,298.74,985.04,39.577
9.91E-04,0.001213,6.81E-04,1.154,1.091,355.58,351.13,298.46,302.6,786.67,27.173
9.96E-04,0.001248,0.001267,0.828,1.372,366.5,359.5,307.82,311.55,428.86,44.139
6.11E-04,9.28E-04,3.36E-04,0.144,0.719,346.24,332.01,307.7,310.38,21.608,12.084
1.05E-04,9.27E-04,2.64E-04,1.054,0.434,367.49,362.28,295.72,307.03,549.52,5.4388
3.23E-04,6.92E-04,2.70E-04,1.029,2.368,360.59,351.79,303.7,307.14,560.75,108.01
2.90E-04,5.68E-04,0.001216,1.164,2.214,344.55,338.7,303.5,306.33,718.14,104.91
9.10E-04,9.62E-04,0.001248,0.626,2.166,353.53,343.34,294.78,297.49,270.32,105.82
6.35E-04,1.42E-04,6.24E-04,1.557,2.118,341.72,335.62,294.7,298.87,1294.3,89.879
4.88E-04,6.09E-04,0.001115,1.022,2.317,358.74,350.54,307.38,310.67,574.08,110.87
2.79E-04,9.19E-04,0.001283,1.164,0.511,366.5,361.54,298.8,308.78,678.72,7.6755
5.87E-04,0.001003,0.001373,0.345,2.051,348.05,337.21,308.48,310.18,106.02,94.118
0.001114,3.36E-04,9.94E-04,1.65,0.889,347.06,343.44,294.06,300.12,1550.5,18.791
9.12E-04,0.001071,8.40E-04,1.762,1.601,350.99,347.82,302.86,305.93,1658.4,56.547
6.92E-04,0.001046,2.66E-04,0.63,2.206,340.59,332.88,293.08,295.15,273.23,100.18
4.33E-04,6.86E-04,9.56E-04,0.841,1.467,347.29,340.01,295.56,299.37,415.8,47.702
4.30E-04,9.92E-04,3.73E-04,1.084,0.917,351.78,347.93,309.06,313.14,636.3,18.406
5.79E-04,9.15E-04,0.00119,1.086,0.497,372.93,367.44,302.26,312.76,628.14,7.0758
0.001053,7.51E-04,0.001346,0.446,1.477,345.31,334.85,293.26,296.26,166.2,50.948
6.10E-04,0.001185,9.87E-04,1.593,1.874,363.03,358,296.18,299.92,1274.8,78.643
2.54E-04,0.001098,0.001442,0.742,1.86,372.77,362.15,308.5,312.27,303.21,79.07
6.71E-04,8.04E-04,2.73E-04,0.725,1.274,359.34,350.63,299.86,304.32,325.66,33.918
6.77E-04,0.001083,2.73E-04,1.905,1.2,356.96,354.04,305.96,310.04,1796.5,30.601
7.50E-04,6.55E-04,3.34E-04,0.605,1.131,368.41,357.24,305.86,311.25,236.6,26.688
3.97E-04,0.001105,0.001262,1.818,1.24,353.37,350.05,297.44,301.74,1577.2,36.5
0.001121,7.96E-04,3.08E-04,1.561,1.773,347.43,343.96,304.68,307.42,1405.2,63.751
9.04E-04,8.77E-04,0.001218,0.626,1.404,370.49,357.85,292.98,298.01,257.94,45.495
6.77E-04,8.30E-04,9.39E-04,1.749,1.944,361.09,355.48,290.06,294.46,1533.4,82.658
2.48E-04,0.001083,0.001057,1.458,2.313,364.06,358.71,309.64,312.63,1012.8,112.03
6.03E-04,3.37E-04,6.37E-04,0.586,2.015,368.35,349.98,297.74,302.58,220.8,82.086
0.001114,1.69E-04,0.001079,0.533,0.858,364.65,353.07,308.04,314.56,206.72,16.51
8.83E-04,1.57E-04,2.36E-04,1.683,2.263,368.84,360.68,308.8,314.21,1472.1,92.752
0.001169,7.33E-04,3.94E-04,1.626,1.204,372.18,367.23,307.3,312.99,1451.5,30.301
9.08E-04,2.94E-04,1.10E-04,1.787,2.483,371.35,363.08,300.2,305.49,1639.4,113.28
7.30E-05,8.94E-04,0.001146,0.273,0.48,352.64,339.34,290.2,297.24,63.702,7.5822
7.63E-04,0.001,0.001024,1.36,1.202,364.22,359.6,308.1,312.71,987.93,32.87
8.81E-04,9.43E-04,6.25E-04,0.708,2.458,371.61,359.28,301.54,304.7,317.07,122.82
7.03E-04,2.24E-04,8.41E-04,0.21,0.82,358.74,338.25,302.6,307.47,44.385,15.368
6.50E-05,4.54E-04,0.001325,0.647,0.721,350.53,342.45,299.14,305.79,244.54,13.327
8.32E-04,0.001075,5.26E-04,0.358,2.08,362.08,346.77,303.58,306.02,106.52,89.952
6.53E-04,4.47E-04,6.23E-04,0.332,0.536,364.62,350.9,305.3,313.13,90.48,7.3138
7.66E-04,8.04E-04,6.66E-04,1.371,0.663,371.81,366.84,301.7,310.67,988.27,10.762
6.60E-05,1.29E-04,0.001414,1.92,0.463,349.64,346.74,297.26,308.04,1643.7,6.3495
1.57E-04,7.83E-04,8.13E-04,0.613,1.986,355.58,345.73,309.78,312.58,223.95,82.051
8.10E-05,2.95E-04,5.80E-05,0.148,0.541,366.04,337.1,290.84,298.18,20.607,7.8054
5.20E-05,8.48E-04,7.11E-04,1.947,2.33,358.38,352.99,292.86,296.9,1654.5,113.89
7.19E-04,0.001058,2.63E-04,0.885,1.288,349.27,344.35,305.5,308.58,475.34,35.082
5.92E-04,2.58E-04,8.80E-04,0.676,1.272,364.68,350.94,294.8,301.42,282.3,34.738
5.44E-04,6.61E-04,8.50E-05,1.322,1.288,354.59,349.9,307.54,311.78,919.24,33.391
0.001007,3.88E-04,0.001432,1.958,1.729,355.48,350.44,292.9,298.02,2025.5,67.215
4.61E-04,8.18E-04,6.55E-04,1.878,2.462,365.51,360.07,302.7,306.39,1654.8,121.59
0.001072,8.77E-04,0.001421,0.564,1.282,341.42,334.18,293.82,296.8,243.48,39.522
8.75E-04,6.52E-04,8.20E-05,1.4,1.91,363.69,357.01,298.36,302.74,1067.3,71.466
2.28E-04,2.82E-04,0.001269,0.248,0.455,350.36,336.11,295.1,302.38,55.102,6.476
4.71E-04,6.91E-04,0.001157,1.392,1.137,361.09,355.57,297.32,303.32,980.08,29.644
4.03E-04,1.90E-04,0.001331,1.652,1.761,343.99,338.59,299.22,303.85,1364.7,67.506
2.98E-04,8.60E-04,7.20E-05,1.935,0.883,356.2,353.26,303.36,309.07,1718.5,16.655
7.57E-04,1.68E-04,1.41E-04,1.048,1.853,346.07,338.03,296.5,300.72,653.61,66.219
8.11E-04,3.21E-04,1.63E-04,1.844,1.301,366.37,360.52,295.64,302.88,1713.1,33.715
8.41E-04,3.06E-04,4.41E-04,0.628,0.637,352.34,343.98,292.68,300.3,268.04,10.269
9.33E-04,8.71E-04,0.001002,0.828,1.706,352.21,344.38,292.74,296.2,440.09,65.077
2.44E-04,4.78E-04,8.72E-04,1.449,0.574,348.88,345.87,306.86,313.64,1032.1,8.3505
3.50E-04,2.94E-04,8.61E-04,0.698,0.883,358.08,349.27,306.1,312.46,287.62,17.232
4.04E-04,5.28E-04,0.001134,1.31,1.269,363.6,357.39,308.1,313.83,864.44,35.651
3.09E-04,2.67E-04,0.001428,1.945,0.957,353.33,348.94,291.08,299.1,1751.8,22.213
6.55E-04,5.73E-04,6.35E-04,1.736,1.643,356.43,351.8,303.72,308.1,1519.7,56.024
8.80E-05,9.90E-05,5.83E-04,0.831,2.498,357.89,340.08,293.42,298.92,377.04,121.65
1.10E-04,6.90E-05,9.56E-04,1.36,1.066,368.91,359.27,292.9,303.92,867.22,24.644
3.33E-04,5.34E-04,0.00122,0.157,2.403,362.37,332.82,305.08,306.88,24.391,121.19
6.10E-04,6.86E-04,0.001302,1.434,1.171,366.8,361.11,304.02,310.07,1049.4,31.547
4.10E-04,0.001216,0.001153,1.762,0.686,343.66,341.29,292.26,297.69,1527.1,13.508
5.54E-04,9.78E-04,9.10E-05,1.044,2.019,360.89,353.01,294.82,298.44,600.35,81.842
7.30E-05,0.001009,0.001274,0.214,1.752,363.5,341.82,307.28,309.7,40.447,69.477
6.96E-04,4.68E-04,9.70E-04,1.696,1.66,345.08,340.76,296.22,300.24,1507.6,59.575
3.93E-04,0.001155,0.001248,1.305,1.891,365.64,359.44,301.28,305.02,853.02,81.335
6.68E-04,8.41E-04,8.03E-04,0.921,0.681,356.37,350.44,292.26,299.46,496.15,12.33
5.05E-04,2.29E-04,3.13E-04,1.09,2.412,348.94,340.67,305.02,308.47,661.78,108.29
6.88E-04,0.001063,9.08E-04,0.843,0.553,353.5,349.29,308.18,313.91,428.38,8.1969
6.70E-05,7.47E-04,2.05E-04,0.983,1.897,351.09,343.65,299.72,303.22,503.76,71.937
0.001121,3.70E-04,7.79E-04,0.385,0.589,359.93,347.98,301.64,308.87,124.08,8.8418
5.97E-04,0.001162,9.52E-04,1.534,2.04,357.52,353.52,308.78,311.45,1201.2,89.753
8.39E-04,0.001003,1.26E-04,0.59,1.267,342.08,335.08,291.94,295.01,249.73,34.252
1.03E-04,1.30E-04,5.86E-04,0.343,2.216,351.75,329.68,297.5,300.72,99.448,97.396
7.90E-05,6.45E-04,0.001237,0.168,1.677,352.21,327,292.94,295.32,26.584,64.073
4.74E-04,7.10E-04,0.001015,1.001,1.845,344.16,339.03,306.78,309.33,570.71,73.249
1.25E-04,2.50E-04,0.001267,0.396,1.253,350.92,334.77,292.42,297.24,120.16,35.569
3.12E-04,9.79E-04,9.50E-04,0.467,2.17,360.03,344.83,294.66,297.68,146.53,102.94
0.00105,6.37E-04,0.001069,1.158,2.37,368.35,358.74,292.22,296.41,783.66,120.56
5.99E-04,1.10E-04,8.93E-04,1.876,0.637,341.82,339.13,297.82,305.01,1780.3,10.233
1.16E-04,0.00124,1.44E-04,1.861,1.933,368.88,363.87,296.64,300.82,1512.5,76.485
6.84E-04,9.75E-04,0.001129,1.044,1.442,341.52,337.96,307.96,310.3,642.77,47.242
0.001121,8.78E-04,6.76E-04,1.593,0.812,347.56,344.83,301.14,305.86,1454.9,15.622
3.23E-04,3.67E-04,9.60E-04,0.564,1.479,341.98,333.02,302.68,305.9,211.74,47.188
8.96E-04,4.98E-04,8.42E-04,1.572,0.457,347.13,344.43,293.88,302.23,1360.1,6.3231
0.001168,7.30E-05,7.99E-04,1.542,1.49,346.9,342.56,308.32,312.44,1391.3,45.668
4.02E-04,4.47E-04,0.001418,0.216,2.401,359.07,329.25,290.32,292.84,45.221,128.06
8.44E-04,9.13E-04,0.001449,1.297,2.391,348.18,343.86,306.2,308.35,956.62,125.02
1.12E-04,0.001208,4.22E-04,1.62,1.87,365.25,360.04,299.36,303.31,1187.7,73.485
3.80E-04,3.43E-04,5.61E-04,0.288,1.097,346.47,333.58,305.24,308.42,75.338,25.549
5.21E-04,7.86E-04,0.001061,0.624,1.059,346.63,339.93,302.66,306.32,253.25,25.89
9.27E-04,9.21E-04,9.59E-04,1.935,1.135,351.35,348.29,293.04,297.67,1964.6,29.947
5.25E-04,7.65E-04,6.56E-04,0.423,2.351,363.2,346.4,303.06,305.85,128.8,112.1
0.001164,5.85E-04,1.28E-04,0.581,2.269,357.42,346.5,307.68,310.26,247.17,96.933
0.001149,6.66E-04,4.06E-04,1.909,1.049,351.88,348.63,294.14,299.3,2002.6,24.042
2.37E-04,0.001222,4.62E-04,1.434,0.415,368.45,364.66,292.1,303.46,970.91,5.4401
3.03E-04,2.54E-04,1.00E-04,0.923,1.637,342.9,335.89,303.62,307.28,482.94,51.866
5.36E-04,3.56E-04,8.54E-04,1.755,1.906,370.79,362.72,298.02,304.53,1476.3,75.016
8.52E-04,6.75E-04,0.001093,1.603,2.458,343.14,338.51,293.26,296,1413.7,130.39
4.49E-04,5.76E-04,2.88E-04,1.82,2.277,367.75,360.48,292.62,297.77,1556.9,102.17
6.68E-04,1.53E-04,3.72E-04,0.28,0.524,340.07,331.3,305.1,309.55,75.644,6.9828
9.94E-04,6.18E-04,3.69E-04,0.892,1.887,359.11,349.86,295.3,299.28,499.22,72.267
4.64E-04,2.58E-04,5.80E-05,0.738,0.663,356.04,348.52,303.06,310.71,324.96,9.8016
3.52E-04,9.37E-04,1.75E-04,1.177,0.755,359.5,355.1,305.84,311.97,712.35,12.737
3.50E-04,8.31E-04,0.001234,1.113,0.776,347.39,342.99,295,300.78,664.47,15.787
7.80E-04,1.46E-04,5.25E-04,1.16,2.126,349.8,341.62,301.34,305.43,777.24,88.477
2.87E-04,4.38E-04,2.53E-04,1.495,1.427,344.39,340.13,303.18,307.2,1114.4,41.002
1.13E-04,5.37E-04,5.68E-04,1.42,2.254,356.37,349.38,303.38,307.39,959.61,100.76
0.001136,1.11E-04,0.001297,1.647,1.818,364.19,357.03,304.66,310.47,1501.6,70.153
3.05E-04,0.001213,5.36E-04,0.508,2.315,340.76,332.76,299.6,301.26,179.48,112.27
2.25E-04,8.22E-04,2.71E-04,0.258,0.858,369.5,348.23,296,301.85,58.265,16.818
1.49E-04,3.87E-04,0.001197,1.958,1.114,372.54,366.24,294.44,304.07,1658.3,27.9
9.61E-04,0.001216,0.001435,1.911,2.191,369.3,364.75,300.2,303.57,1868.9,110.37
3.20E-04,1.54E-04,7.56E-04,1.436,0.492,349.14,345.53,297.26,306.86,1031,6.6172
5.04E-04,5.56E-04,0.001437,1.512,2.305,343.1,338.72,304.54,307.16,1190,115.02
3.50E-04,2.77E-04,2.75E-04,0.241,0.715,359.5,342.26,307.96,313.3,53.14,11.21
3.20E-04,6.19E-04,2.98E-04,1.116,2.2,359.07,349.53,290.14,294.52,649.9,96.752
7.11E-04,3.13E-04,5.60E-04,0.662,1.471,365.54,350.81,292,298.03,278.43,44.772
7.45E-04,5.38E-04,7.89E-04,0.381,0.746,352.34,339.91,291.7,297.66,121.35,14.219
2.59E-04,1.03E-04,9.57E-04,1.534,0.801,351.98,347.74,306,313.36,1139.2,14.38
5.05E-04,0.001088,0.001012,1.012,0.429,350.63,346.89,293.32,301.35,573.56,6.1278
8.58E-04,7.58E-04,1.31E-04,0.102,1.87,351.68,322.8,296.04,297.53,12.933,70.825
9.52E-04,9.40E-04,0.001391,0.911,2.023,344.19,338.06,294.62,297.16,532.37,94.355
5.74E-04,0.001081,8.63E-04,0.336,1.292,366.27,349.67,298.58,302.55,91.307,37.821
9.72E-04,0.0011,9.30E-05,0.816,0.864,354.85,349.25,300.22,304.97,427.4,16.668
4.62E-04,9.22E-04,0.001344,1.502,1.452,345.91,342.33,301.96,305.25,1156.8,49.081
0.001086,0.001141,2.24E-04,0.18,2.164,372.84,341.43,290.66,293.05,36.075,97.025
0.001013,4.00E-04,6.31E-04,1.242,1.967,349.77,344.43,308.44,311.51,913.87,77.511
4.85E-04,6.21E-04,3.93E-04,0.161,2.139,363.17,334.6,304.02,306.01,26.232,90.885
3.74E-04,2.44E-04,3.33E-04,0.877,1.513,366.37,354.33,304.48,310.74,423.34,45.195
0.001136,4.05E-04,5.09E-04,1.39,1.944,343.23,338.11,294.9,298.26,1162,76.901
8.26E-04,8.37E-04,0.0013,0.546,1.935,359.67,346.11,291.24,294.75,208.21,85.38
6.73E-04,7.76E-04,1.40E-04,0.983,0.707,358.91,353.99,308.4,314.46,552.55,11.11
1.51E-04,7.70E-04,0.001048,0.86,1.274,362.47,353,290.2,295.98,394.28,37.005
9.32E-04,7.60E-05,8.65E-04,0.459,1.895,363.3,345.14,309.24,313.3,158.95,72.275
3.11E-04,0.001026,2.10E-04,0.957,1.143,360.26,354.58,309.84,314.09,490.39,27.478
2.09E-04,4.34E-04,8.14E-04,0.106,1.933,371.19,329.74,303.9,306.01,11.747,77.624
4.19E-04,0.001006,0.001031,1.913,1.916,369.3,364.12,299.4,303.83,1683.9,80.787
6.34E-04,3.31E-04,2.39E-04,0.242,0.482,355.64,341.33,302.64,309.33,56.593,6.0925
0.001082,0.001173,3.27E-04,1.673,2.368,349.37,345.64,295.66,298.01,1570.9,115.3
0.001197,0.001003,1.96E-04,0.803,0.69,357.16,351.44,298.28,304.28,431.91,11.576
0.00107,9.93E-04,3.76E-04,0.3,1.137,356.07,342.49,299.94,303.27,90.342,28.113
2.19E-04,3.15E-04,3.75E-04,1.39,1.011,360.36,354.28,300.02,307.55,933.22,21.251
0.001034,0.001153,0.001248,0.104,2.105,347.19,328.42,309.8,310.68,13.238,98.126
3.41E-04,5.19E-04,3.68E-04,1.046,0.933,356.9,351.15,306,311.78,581.68,18.433
5.54E-04,7.70E-04,0.001365,1.846,1.351,355.28,351.72,307.2,311.42,1664.8,41.99
3.00E-04,6.79E-04,8.07E-04,1.856,1.568,354.75,349.9,290.66,295.77,1604.3,53.324
8.34E-04,5.91E-04,9.08E-04,0.505,0.551,355.97,346.69,293.68,301.51,183.24,8.6328
3.95E-04,4.47E-04,6.30E-05,1.928,1.796,359.01,353.11,293.08,298.71,1735.6,62.857
3.78E-04,7.41E-04,0.00133,0.334,1.343,345.97,334.7,304.5,307.13,98.005,41.766
5.49E-04,1.81E-04,7.93E-04,1.388,1.011,359.54,353.96,308.22,315.13,993.4,21.803
6.02E-04,0.001123,0.001009,1.821,0.992,350.63,347.63,294.04,298.86,1655.6,24
8.80E-04,1.09E-04,3.92E-04,1.516,0.635,347.26,343.75,298.58,306.2,1272.1,9.6066
0.001153,0.001138,3.50E-04,1.405,1.484,359.4,355.16,303.8,307.29,1142.2,46.572
6.40E-04,5.94E-04,0.00136,0.934,0.536,346.11,341.63,294.86,302.04,518.44,8.6258
4.81E-04,5.70E-05,1.59E-04,1.046,0.513,368.41,361.21,298.9,312.07,583.22,6.3811
8.71E-04,9.68E-04,0.001419,0.423,1.683,348.45,337.81,299.58,302.1,145.91,66.249
